
California; 06107; Tulare County; 17,174; 37,513; 45,002; 56,260; 27,225; 33,500; 36,368
California; 06109; Tuolumne County; 18,798; 41,899; 49,404; 61,796; 29,732; 37,902; 40,733
California; 06111; Ventura County; 25,310; 49,847; 57,379; 73,871; 36,151; 45,877; 48,641
California; 06113; Yolo County; 21,667; 43,320; 50,830; 64,959; 31,551; 39,328; 42,147
California; 06115; Yuba County; 17,675; 38,903; 46,398; 58,526; 27,867; 34,896; 37,752
Colorado; 08001; Adams County; 19,275; 43,567; 53,354; 68,452; 29,969; 37,962; 40,872
Colorado; 08003; Alamosa County; 16,007; 38,350; 48,119; 60,516; 26,866; 32,727; 35,680
Colorado; 08005; Arapahoe County; 19,275; 43,567; 53,354; 68,452; 29,969; 37,962; 40,872
Colorado; 08007; Archuleta County; 17,501; 41,280; 51,059; 62,746; 28,214; 35,667; 38,596
Colorado; 08009; Baca County; 16,349; 38,350; 48,119; 61,109; 26,835; 32,727; 35,680
Colorado; 08011; Bent County; 16,629; 38,350; 48,119; 60,080; 26,130; 32,727; 35,680
Colorado; 08013; Boulder County; 20,691; 45,730; 55,524; 72,131; 31,786; 40,132; 43,024
Colorado; 08014; Broomfield County; 19,275; 43,567; 53,354; 68,452; 29,969; 37,962; 40,872
Colorado; 08015; Chaffee County; 16,132; 39,619; 49,392; 63,260; 27,164; 34,000; 36,943
Colorado; 08017; Cheyenne County; 16,629; 38,350; 48,119; 60,080; 26,130; 32,727; 35,680
Colorado; 08019; Clear Creek County; 19,275; 43,567; 53,354; 68,452; 29,969; 37,962; 40,872
Colorado; 08021; Conejos County; 16,349; 38,350; 48,119; 61,109; 26,835; 32,727; 35,680
Colorado; 08023; Costilla County; 16,349; 38,350; 48,119; 61,109; 26,835; 32,727; 35,680
Colorado; 08025; Crowley County; 16,629; 38,350; 48,119; 60,080; 26,130; 32,727; 35,680
Colorado; 08027; Custer County; 16,598; 40,387; 50,163; 63,728; 27,101; 34,771; 37,707
Colorado; 08029; Delta County; 17,314; 38,789; 48,559; 61,233; 26,756; 33,167; 36,117
Colorado; 08031; Denver County; 19,275; 43,567; 53,354; 68,452; 29,969; 37,962; 40,872
Colorado; 08033; Dolores County; 17,485; 40,261; 50,037; 62,714; 28,167; 34,645; 37,582
Colorado; 08035; Douglas County; 19,275; 43,567; 53,354; 68,452; 29,969; 37,962; 40,872
Colorado; 08037; Eagle County; 22,854; 50,023; 59,832; 74,205; 34,434; 44,440; 47,295
Colorado; 08039; Elbert County; 19,275; 43,567; 53,354; 68,452; 29,969; 37,962; 40,872
Colorado; 08041; El Paso County; 18,077; 41,593; 51,373; 65,739; 28,433; 35,981; 38,908
Colorado; 08043; Fremont County; 15,805; 39,102; 48,874; 62,294; 26,318; 33,482; 36,429
Colorado; 08045; Garfield County; 23,181; 46,717; 56,514; 69,652; 34,418; 41,123; 44,006
Colorado; 08047; Gilpin County; 19,275; 43,567; 53,354; 68,452; 29,969; 37,962; 40,872
Colorado; 08049; Grand County; 17,439; 40,966; 50,744; 65,193; 27,869; 35,353; 38,284
Colorado; 08051; Gunnison County; 17,719; 41,170; 50,949; 64,632; 27,822; 35,557; 38,487
Colorado; 08053; Hinsdale County; 19,555; 44,790; 54,581; 67,454; 31,520; 39,189; 42,088
Colorado; 08055; Huerfano County; 16,349; 38,350; 48,119; 61,109; 26,835; 32,727; 35,680
Colorado; 08057; Jackson County; 18,419; 40,857; 50,634; 63,089; 29,122; 35,242; 38,175
Colorado; 08059; Jefferson County; 19,275; 43,567; 53,354; 68,452; 29,969; 37,962; 40,872
Colorado; 08061; Kiowa County; 16,629; 38,350; 48,119; 60,080; 26,130; 32,727; 35,680
Colorado; 08063; Kit Carson County; 16,629; 38,350; 48,119; 60,080; 26,130; 32,727; 35,680
Colorado; 08065; Lake County; 19,555; 44,790; 54,581; 67,454; 31,520; 39,189; 42,088
Colorado; 08067; La Plata County; 18,279; 41,703; 51,483; 65,599; 29,545; 36,091; 39,017
Colorado; 08069; Larimer County; 18,248; 42,173; 51,955; 66,939; 29,310; 36,563; 39,484
Colorado; 08071; Las Animas County; 15,571; 38,350; 48,119; 59,877; 26,866; 32,727; 35,680
Colorado; 08073; Lincoln County; 16,629; 38,350; 48,119; 60,080; 26,130; 32,727; 35,680
Colorado; 08075; Logan County; 16,505; 38,350; 48,119; 60,002; 25,801; 32,727; 35,680
Colorado; 08077; Mesa County; 18,419; 40,120; 49,895; 63,977; 27,712; 34,504; 37,442
Colorado; 08079; Mineral County; 19,555; 44,790; 54,581; 67,454; 31,520; 39,189; 42,088
Colorado; 08081; Moffat County; 17,657; 40,606; 50,383; 63,026; 27,697; 34,991; 37,925
Colorado; 08083; Montezuma County; 16,489; 38,851; 48,622; 59,596; 26,976; 33,230; 36,179
